Parameter	Mean	95%_HPD_Lower	95%_HPD_Upper	ESS
Tree.treeLength	3.26654042391138	1.81104271339525	4.89070361689347	212.967272930329
becomeUninfectiousRateSPEpi.i2	7.77706602428492	2.63810579121387	14.7320502670986	252.03394029558
posterior	-98.9672765579933	-131.411696058446	-64.6693895274322	357.070803677452
prior	-98.9672765579933	-131.411696058446	-64.6693895274322	357.070803677452
migrationRateSPEpi.i3	1.77998112189108	3.57610653222084E-05	5.09410423002717	373.034609758106
migrationRateSPEpi.i7	1.02726744332999	7.708831927091E-05	3.07865293854155	407.784964567496
ReAmongDemesSPEpi.i2_P1_to_P10	0.230777316550015	0.0440357013176707	0.471605011838807	408.257622299068
ReAmongDemesSPEpi.i2_P1_to_P11	0.230777316550015	0.0440357013176707	0.471605011838807	408.257622299068
ReAmongDemesSPEpi.i2_P1_to_P12	0.230777316550015	0.0440357013176707	0.471605011838807	408.257622299068
ReAmongDemesSPEpi.i2_P1_to_P13	0.230777316550015	0.0440357013176707	0.471605011838807	408.257622299068
ReAmongDemesSPEpi.i2_P1_to_P14	0.230777316550015	0.0440357013176707	0.471605011838807	408.257622299068
ReAmongDemesSPEpi.i2_P1_to_P15	0.230777316550015	0.0440357013176707	0.471605011838807	408.257622299068
ReAmongDemesSPEpi.i2_P1_to_P16	0.230777316550015	0.0440357013176707	0.471605011838807	408.257622299068
ReAmongDemesSPEpi.i2_P1_to_P5	0.230777316550015	0.0440357013176707	0.471605011838807	408.257622299068
ReAmongDemesSPEpi.i2_P1_to_P6	0.230777316550015	0.0440357013176707	0.471605011838807	408.257622299068
ReAmongDemesSPEpi.i2_P1_to_P7	0.230777316550015	0.0440357013176707	0.471605011838807	408.257622299068
ReAmongDemesSPEpi.i2_P1_to_P8	0.230777316550015	0.0440357013176707	0.471605011838807	408.257622299068
ReAmongDemesSPEpi.i2_P1_to_P9	0.230777316550015	0.0440357013176707	0.471605011838807	408.257622299068
ReAmongDemesSPEpi.i2_P10_to_P1	0.230777316550015	0.0440357013176707	0.471605011838807	408.257622299068
ReAmongDemesSPEpi.i2_P10_to_P13	0.230777316550015	0.0440357013176707	0.471605011838807	408.257622299068
ReAmongDemesSPEpi.i2_P10_to_P14	0.230777316550015	0.0440357013176707	0.471605011838807	408.257622299068
ReAmongDemesSPEpi.i2_P10_to_P15	0.230777316550015	0.0440357013176707	0.471605011838807	408.257622299068
ReAmongDemesSPEpi.i2_P10_to_P16	0.230777316550015	0.0440357013176707	0.471605011838807	408.257622299068
ReAmongDemesSPEpi.i2_P10_to_P2	0.230777316550015	0.0440357013176707	0.471605011838807	408.257622299068
ReAmongDemesSPEpi.i2_P10_to_P3	0.230777316550015	0.0440357013176707	0.471605011838807	408.257622299068
ReAmongDemesSPEpi.i2_P10_to_P4	0.230777316550015	0.0440357013176707	0.471605011838807	408.257622299068
ReAmongDemesSPEpi.i2_P10_to_P5	0.230777316550015	0.0440357013176707	0.471605011838807	408.257622299068
ReAmongDemesSPEpi.i2_P10_to_P6	0.230777316550015	0.0440357013176707	0.471605011838807	408.257622299068
ReAmongDemesSPEpi.i2_P10_to_P7	0.230777316550015	0.0440357013176707	0.471605011838807	408.257622299068
ReAmongDemesSPEpi.i2_P10_to_P8	0.230777316550015	0.0440357013176707	0.471605011838807	408.257622299068
ReAmongDemesSPEpi.i2_P11_to_P1	0.230777316550015	0.0440357013176707	0.471605011838807	408.257622299068
ReAmongDemesSPEpi.i2_P11_to_P13	0.230777316550015	0.0440357013176707	0.471605011838807	408.257622299068
ReAmongDemesSPEpi.i2_P11_to_P14	0.230777316550015	0.0440357013176707	0.471605011838807	408.257622299068
ReAmongDemesSPEpi.i2_P11_to_P15	0.230777316550015	0.0440357013176707	0.471605011838807	408.257622299068
ReAmongDemesSPEpi.i2_P11_to_P16	0.230777316550015	0.0440357013176707	0.471605011838807	408.257622299068
ReAmongDemesSPEpi.i2_P11_to_P2	0.230777316550015	0.0440357013176707	0.471605011838807	408.257622299068
ReAmongDemesSPEpi.i2_P11_to_P3	0.230777316550015	0.0440357013176707	0.471605011838807	408.257622299068
ReAmongDemesSPEpi.i2_P11_to_P4	0.230777316550015	0.0440357013176707	0.471605011838807	408.257622299068
ReAmongDemesSPEpi.i2_P11_to_P5	0.230777316550015	0.0440357013176707	0.471605011838807	408.257622299068
ReAmongDemesSPEpi.i2_P11_to_P6	0.230777316550015	0.0440357013176707	0.471605011838807	408.257622299068
ReAmongDemesSPEpi.i2_P11_to_P7	0.230777316550015	0.0440357013176707	0.471605011838807	408.257622299068
